Item_ID,Item_Category,Item_Price,Units_Sold,Total_Sales,Profit,Profit_Margin,Outlet_Type,Outlet_Size,Region,State,City,City_Tier,Store_Age,Customer_Age_Group,Customer_Gender,Avg_Customer_Spend,Year
BB03022,Clothing,18264,207,3780648,982968.48,26,Convenience Store,Medium,South,Tamil Nadu,Chennai,Tier 3,13,26-35,Female,2197,2020
BB03023,Electronics,25708,293,7532444,2184408.76,29,Convenience Store,Small,South,Tamil Nadu,Chennai,Tier 2,14,26-35,Female,1480,2024
BB03024,Electronics,34878,207,7219746,2382516.18,33,Convenience Store,Medium,South,Karnataka,Bangalore,Tier 2,8,26-35,Male,3516,2023
BB03025,Grocery,4358,133,579614,162291.92,28,Convenience Store,Small,East,West Bengal,Kolkata,Tier 1,6,26-35,Male,3403,2022
BB03026,Home & Kitchen,49715,171,8501265,2550379.5,30,Supermarket,Large,East,West Bengal,Kolkata,Tier 2,12,36-45,Female,6424,2020
BB03027,Grocery,894,165,147510,28026.9,19,Convenience Store,Medium,North,Delhi,New Delhi,Tier 3,3,18-25,Male,4888,2022
BB03028,Electronics,34455,56,1929480,636728.4,33,Convenience Store,Large,East,Odisha,Bhubaneswar,Tier 3,13,26-35,Female,4113,2021
BB03029,Clothing,13323,198,2637954,685868.04,26,Supermarket,Small,West,Gujarat,Ahmedabad,Tier 1,3,36-45,Female,7657,2021
BB03030,Grocery,17995,89,1601555,560544.25,35,Convenience Store,Large,North,Delhi,New Delhi,Tier 2,11,18-25,Male,7919,2024
BB03031,Clothing,46369,204,9459276,1797262.44,19,Convenience Store,Small,East,West Bengal,Kolkata,Tier 1,6,36-45,Male,7177,2024
BB03032,Grocery,8344,289,2411416,651082.32,27,Convenience Store,Large,West,Maharashtra,Mumbai,Tier 2,14,36-45,Female,6287,2024
BB03033,Electronics,19011,459,8726049,2705075.19,31,Supermarket,Small,South,Karnataka,Bangalore,Tier 3,2,36-45,Male,1195,2020
BB03034,Clothing,18405,271,4987755,1695836.7,34,Supermarket,Large,West,Gujarat,Ahmedabad,Tier 3,15,18-25,Female,4163,2020
BB03035,Electronics,36114,232,8378448,2597318.88,31,Supermarket,Large,South,Tamil Nadu,Chennai,Tier 1,2,18-25,Male,3450,2023
BB03036,Electronics,35564,248,8819872,2028570.56,23,Convenience Store,Small,West,Gujarat,Ahmedabad,Tier 3,15,18-25,Male,6498,2020
BB03037,Personal Care,36286,65,2358590,707577.0,30,Supermarket,Large,North,Delhi,New Delhi,Tier 3,11,26-35,Female,1103,2024
BB03038,Grocery,46621,246,11468766,3784692.78,33,Convenience Store,Medium,East,West Bengal,Kolkata,Tier 2,6,26-35,Female,6578,2021
BB03039,Clothing,29840,166,4953440,792550.4,16,Supermarket,Medium,North,Uttar Pradesh,Lucknow,Tier 1,9,46+,Male,2008,2023
BB03040,Personal Care,2971,101,300071,93022.01,31,Convenience Store,Small,East,Odisha,Bhubaneswar,Tier 2,5,26-35,Female,3499,2024
BB03041,Home & Kitchen,24937,66,1645842,279793.14,17,Convenience Store,Small,South,Karnataka,Bangalore,Tier 2,11,18-25,Female,3188,2020
BB03042,Grocery,38474,264,10157136,3453426.24,34,Convenience Store,Small,North,Uttar Pradesh,Lucknow,Tier 3,8,36-45,Male,1941,2023
BB03043,Clothing,5765,212,1222180,317766.8,26,Convenience Store,Small,South,Tamil Nadu,Chennai,Tier 3,1,18-25,Male,7501,2021
BB03044,Home & Kitchen,18545,54,1001430,240343.2,24,Supermarket,Medium,North,Uttar Pradesh,Noida,Tier 1,12,36-45,Female,3675,2020
BB03045,Personal Care,3803,118,448754,116676.04,26,Supermarket,Large,South,Karnataka,Bangalore,Tier 1,6,46+,Male,1474,2020
BB03046,Grocery,21378,261,5579658,948541.86,17,Supermarket,Large,South,Karnataka,Bangalore,Tier 2,6,18-25,Male,1589,2022
BB03047,Home & Kitchen,47865,32,1531680,275702.4,18,Convenience Store,Small,West,Gujarat,Ahmedabad,Tier 2,6,36-45,Male,4501,2021
BB03048,Clothing,22957,1,22957,3902.69,17,Convenience Store,Medium,East,West Bengal,Kolkata,Tier 3,2,18-25,Male,7055,2022
BB03049,Grocery,29195,66,1926870,520254.9,27,Supermarket,Small,North,Delhi,New Delhi,Tier 1,5,26-35,Female,6634,2022
BB03050,Personal Care,40744,450,18334800,3850308.0,21,Convenience Store,Medium,West,Gujarat,Ahmedabad,Tier 1,11,36-45,Male,5239,2024
BB03051,Electronics,3823,109,416707,95842.61,23,Supermarket,Small,South,Tamil Nadu,Chennai,Tier 2,8,46+,Female,6653,2020
BB03052,Electronics,23929,137,3278273,688437.33,21,Supermarket,Large,South,Tamil Nadu,Chennai,Tier 3,15,18-25,Female,1315,2020
BB03053,Home & Kitchen,15321,410,6281610,1381954.2,22,Supermarket,Large,South,Karnataka,Bangalore,Tier 3,2,26-35,Male,4947,2024
BB03054,Clothing,13628,478,6514184,1042269.44,16,Supermarket,Medium,East,Odisha,Bhubaneswar,Tier 3,14,36-45,Female,6755,2020
BB03055,Clothing,41690,273,11381370,2731528.8,24,Convenience Store,Medium,South,Karnataka,Bangalore,Tier 1,1,46+,Female,7978,2024
BB03056,Personal Care,16034,421,6750314,2160100.48,32,Supermarket,Large,North,Uttar Pradesh,Lucknow,Tier 3,2,18-25,Male,1766,2021
BB03057,Home & Kitchen,1252,256,320512,57692.16,18,Supermarket,Medium,East,West Bengal,Kolkata,Tier 2,2,36-45,Female,6154,2023
BB03058,Personal Care,18521,393,7278753,2183625.9,30,Convenience Store,Large,North,Uttar Pradesh,Lucknow,Tier 1,9,26-35,Female,5978,2020
BB03059,Grocery,45656,471,21503976,4300795.2,20,Convenience Store,Medium,West,Maharashtra,Pune,Tier 3,7,36-45,Male,1815,2024
BB03060,Home & Kitchen,5746,269,1545674,355505.02,23,Supermarket,Small,West,Gujarat,Ahmedabad,Tier 2,8,46+,Male,1604,2021
BB03061,Personal Care,985,427,420595,67295.2,16,Supermarket,Medium,South,Karnataka,Bangalore,Tier 1,6,46+,Female,1400,2021
BB03062,Grocery,18024,94,1694256,457449.12,27,Supermarket,Small,South,Karnataka,Bangalore,Tier 3,1,46+,Female,3858,2021
BB03063,Personal Care,4606,135,621810,130580.1,21,Convenience Store,Small,North,Delhi,New Delhi,Tier 1,11,26-35,Female,3290,2023
BB03064,Clothing,27987,118,3302466,1023764.46,31,Supermarket,Small,North,Delhi,New Delhi,Tier 1,2,36-45,Female,5873,2020
BB03065,Home & Kitchen,26956,398,10728488,3647685.92,34,Convenience Store,Small,East,Odisha,Bhubaneswar,Tier 2,5,18-25,Male,2923,2021
BB03066,Clothing,1295,363,470085,79914.45,17,Convenience Store,Medium,North,Delhi,New Delhi,Tier 2,2,18-25,Female,875,2023
BB03067,Clothing,48644,493,23981492,3837038.72,16,Supermarket,Small,North,Delhi,New Delhi,Tier 3,4,36-45,Male,5927,2023
BB03068,Personal Care,11967,217,2596839,753083.31,29,Supermarket,Medium,South,Tamil Nadu,Chennai,Tier 2,3,26-35,Male,1017,2024
BB03069,Personal Care,3090,159,491310,137566.8,28,Convenience Store,Medium,North,Delhi,New Delhi,Tier 1,12,18-25,Male,4332,2020
BB03070,Personal Care,8598,159,1367082,300758.04,22,Convenience Store,Small,South,Karnataka,Bangalore,Tier 2,5,46+,Female,1949,2020
BB03071,Grocery,6299,15,94485,18897.0,20,Convenience Store,Medium,West,Maharashtra,Mumbai,Tier 1,6,46+,Male,7021,2024
BB03072,Electronics,42369,478,20252382,5670666.96,28,Convenience Store,Large,East,Odisha,Bhubaneswar,Tier 2,5,36-45,Male,1155,2021
BB03073,Grocery,8390,375,3146250,786562.5,25,Convenience Store,Large,South,Karnataka,Bangalore,Tier 1,15,36-45,Female,1084,2022
BB03074,Personal Care,44057,108,4758156,1046794.32,22,Supermarket,Small,East,Odisha,Bhubaneswar,Tier 3,9,26-35,Female,6276,2024
BB03075,Electronics,11236,458,5146088,1440904.64,28,Convenience Store,Large,South,Karnataka,Bangalore,Tier 2,15,46+,Female,4053,2024
BB03076,Personal Care,36423,196,7138908,1856116.08,26,Convenience Store,Small,North,Uttar Pradesh,Lucknow,Tier 3,11,26-35,Male,7777,2023
BB03077,Personal Care,18315,98,1794870,287179.2,16,Supermarket,Medium,East,Odisha,Bhubaneswar,Tier 2,9,18-25,Female,5756,2022
BB03078,Electronics,31725,267,8470575,1948232.25,23,Convenience Store,Small,East,West Bengal,Kolkata,Tier 1,3,46+,Male,3989,2023
BB03079,Electronics,35259,214,7545426,2640899.1,35,Supermarket,Large,North,Uttar Pradesh,Noida,Tier 3,1,26-35,Female,4167,2021
BB03080,Home & Kitchen,15837,473,7490901,1872725.25,25,Convenience Store,Large,East,Odisha,Bhubaneswar,Tier 2,10,36-45,Female,7556,2022
BB03081,Personal Care,15204,198,3010392,451558.8,15,Convenience Store,Small,West,Maharashtra,Mumbai,Tier 1,7,18-25,Female,3878,2020
BB03082,Home & Kitchen,10930,217,2371810,782697.3,33,Supermarket,Small,West,Gujarat,Ahmedabad,Tier 3,11,26-35,Female,6340,2021
BB03083,Home & Kitchen,965,330,318450,108273.0,34,Supermarket,Small,South,Karnataka,Bangalore,Tier 2,8,36-45,Female,7668,2020
BB03084,Grocery,988,484,478192,167367.2,35,Convenience Store,Medium,South,Karnataka,Bangalore,Tier 1,3,46+,Male,5367,2023
BB03085,Personal Care,27125,11,298375,65642.5,22,Supermarket,Medium,North,Delhi,New Delhi,Tier 3,5,18-25,Male,6635,2021
BB03086,Personal Care,43760,175,7658000,1455020.0,19,Convenience Store,Large,North,Delhi,New Delhi,Tier 1,9,36-45,Male,1014,2022
BB03087,Personal Care,21626,441,9537066,3242602.44,34,Supermarket,Medium,East,West Bengal,Kolkata,Tier 1,12,46+,Male,4285,2021
BB03088,Clothing,1350,190,256500,43605.0,17,Convenience Store,Large,North,Uttar Pradesh,Lucknow,Tier 2,15,18-25,Female,7363,2020
BB03089,Home & Kitchen,37861,453,17151033,3944737.59,23,Convenience Store,Small,East,Odisha,Bhubaneswar,Tier 2,10,26-35,Male,2458,2022
BB03090,Electronics,20248,200,4049600,688432.0,17,Convenience Store,Large,East,West Bengal,Kolkata,Tier 1,8,46+,Female,2441,2023
BB03091,Clothing,9076,430,3902680,1092750.4,28,Convenience Store,Large,South,Tamil Nadu,Chennai,Tier 3,10,26-35,Male,6773,2020
BB03092,Home & Kitchen,21617,201,4345017,1260054.93,29,Supermarket,Small,South,Tamil Nadu,Chennai,Tier 1,4,18-25,Male,6586,2024
BB03093,Home & Kitchen,36320,74,2687680,833180.8,31,Supermarket,Large,West,Maharashtra,Mumbai,Tier 1,2,26-35,Female,2940,2023
BB03094,Personal Care,8254,435,3590490,825812.7,23,Convenience Store,Medium,South,Tamil Nadu,Chennai,Tier 2,12,18-25,Female,1561,2024
BB03095,Grocery,40057,435,17424795,2787967.2,16,Convenience Store,Medium,East,West Bengal,Kolkata,Tier 2,11,36-45,Female,5655,2020
BB03096,Home & Kitchen,34757,244,8480708,1441720.36,17,Convenience Store,Small,West,Gujarat,Ahmedabad,Tier 2,9,36-45,Male,5710,2021
BB03097,Personal Care,12477,460,5739420,1664431.8,29,Convenience Store,Medium,South,Karnataka,Bangalore,Tier 1,14,46+,Female,2980,2020
BB03098,Personal Care,35699,73,2606027,599386.21,23,Supermarket,Medium,East,Odisha,Bhubaneswar,Tier 3,5,18-25,Male,4780,2023
BB03099,Clothing,19276,106,2043256,633409.36,31,Supermarket,Large,East,West Bengal,Kolkata,Tier 1,1,36-45,Male,5093,2021
BB03100,Electronics,27065,170,4601050,690157.5,15,Supermarket,Large,North,Uttar Pradesh,Lucknow,Tier 3,10,46+,Female,1162,2020
BB03101,Home & Kitchen,14760,442,6523920,2087654.4,32,Supermarket,Large,East,Odisha,Bhubaneswar,Tier 2,3,26-35,Male,3190,2022
BB03102,Home & Kitchen,2412,153,369036,107020.44,29,Supermarket,Medium,East,Odisha,Bhubaneswar,Tier 3,3,36-45,Male,6152,2021
BB03103,Personal Care,38886,422,16409892,4102473.0,25,Convenience Store,Medium,North,Delhi,New Delhi,Tier 2,14,46+,Male,3048,2021
BB03104,Electronics,34770,144,5006880,1752408.0,35,Convenience Store,Medium,West,Gujarat,Ahmedabad,Tier 3,9,18-25,Female,5302,2020
BB03105,Electronics,22530,102,2298060,758359.8,33,Convenience Store,Small,North,Delhi,New Delhi,Tier 1,1,26-35,Female,1925,2021
BB03106,Personal Care,27762,139,3858918,1350621.3,35,Convenience Store,Small,South,Karnataka,Bangalore,Tier 1,6,18-25,Male,4362,2021
BB03107,Clothing,25167,41,1031847,237324.81,23,Supermarket,Large,South,Tamil Nadu,Chennai,Tier 3,4,46+,Male,5806,2022
BB03108,Grocery,38671,232,8971672,1704617.68,19,Convenience Store,Large,South,Tamil Nadu,Chennai,Tier 1,8,18-25,Female,7499,2020
BB03109,Clothing,3401,487,1656287,563137.58,34,Supermarket,Small,North,Delhi,New Delhi,Tier 2,7,46+,Male,3195,2020
BB03110,Home & Kitchen,10458,25,261450,67977.0,26,Convenience Store,Medium,East,West Bengal,Kolkata,Tier 1,15,18-25,Male,6125,2020
BB03111,Personal Care,22862,145,3314990,895047.3,27,Supermarket,Small,North,Uttar Pradesh,Lucknow,Tier 3,11,36-45,Male,1969,2024
BB03112,Grocery,10630,375,3986250,1156012.5,29,Convenience Store,Medium,North,Delhi,New Delhi,Tier 3,10,36-45,Female,2260,2020
BB03113,Electronics,42308,17,719236,143847.2,20,Convenience Store,Small,East,Odisha,Bhubaneswar,Tier 3,12,26-35,Male,4597,2023
BB03114,Home & Kitchen,34956,289,10102284,3434776.56,34,Supermarket,Large,North,Delhi,New Delhi,Tier 3,12,46+,Female,1028,2023
BB03115,Personal Care,47340,252,11929680,3936794.4,33,Convenience Store,Medium,North,Uttar Pradesh,Lucknow,Tier 1,1,26-35,Female,3610,2022
BB03116,Home & Kitchen,27167,486,13203162,2772664.02,21,Supermarket,Small,West,Maharashtra,Pune,Tier 1,15,36-45,Female,4648,2023
BB03117,Grocery,45456,464,21091584,4429232.64,21,Convenience Store,Large,South,Tamil Nadu,Chennai,Tier 2,2,18-25,Male,4097,2022
BB03118,Home & Kitchen,12076,299,3610724,649930.32,18,Convenience Store,Small,West,Gujarat,Ahmedabad,Tier 3,14,36-45,Male,6254,2021
BB03119,Grocery,39250,16,628000,163280.0,26,Supermarket,Large,North,Uttar Pradesh,Noida,Tier 2,3,26-35,Male,6909,2024
BB03120,Personal Care,22465,128,2875520,977676.8,34,Convenience Store,Large,East,West Bengal,Kolkata,Tier 2,4,46+,Male,1460,2022
BB03121,Grocery,35749,227,8115023,1379553.91,17,Convenience Store,Medium,North,Uttar Pradesh,Lucknow,Tier 2,4,36-45,Female,3806,2022
BB03122,Electronics,39553,163,6447139,2063084.48,32,Supermarket,Small,South,Tamil Nadu,Chennai,Tier 2,13,26-35,Male,7709,2023
BB03123,Personal Care,49979,23,1149517,172427.55,15,Supermarket,Large,North,Delhi,New Delhi,Tier 2,1,26-35,Male,2700,2024
BB03124,Clothing,33030,47,1552410,543343.5,35,Supermarket,Medium,South,Tamil Nadu,Chennai,Tier 1,7,26-35,Male,5477,2023
BB03125,Personal Care,22924,193,4424332,752136.44,17,Supermarket,Small,North,Uttar Pradesh,Lucknow,Tier 1,15,18-25,Male,6987,2020
BB03126,Electronics,20368,291,5927088,1896668.16,32,Supermarket,Medium,South,Karnataka,Bangalore,Tier 1,13,18-25,Female,4144,2020
BB03127,Home & Kitchen,48635,213,10359255,2175443.55,21,Supermarket,Medium,South,Karnataka,Bangalore,Tier 1,13,36-45,Male,1847,2020
BB03128,Clothing,33912,308,10444896,3551264.64,34,Convenience Store,Small,East,West Bengal,Kolkata,Tier 3,6,18-25,Male,6991,2023
BB03129,Grocery,10032,351,3521232,704246.4,20,Convenience Store,Large,East,Odisha,Bhubaneswar,Tier 1,12,36-45,Female,1020,2020
BB03130,Home & Kitchen,35371,13,459823,101161.06,22,Convenience Store,Small,North,Uttar Pradesh,Noida,Tier 3,12,26-35,Female,2390,2024
BB03131,Personal Care,4258,93,395994,138597.9,35,Convenience Store,Small,North,Delhi,New Delhi,Tier 3,2,46+,Female,7191,2021
BB03132,Grocery,13721,257,3526297,634733.46,18,Convenience Store,Large,West,Maharashtra,Pune,Tier 3,14,26-35,Male,2711,2021
BB03133,Personal Care,33320,444,14794080,3254697.6,22,Supermarket,Large,North,Uttar Pradesh,Noida,Tier 1,3,26-35,Male,6211,2023
BB03134,Personal Care,6663,135,899505,233871.3,26,Convenience Store,Large,South,Karnataka,Bangalore,Tier 1,15,18-25,Female,4336,2022
BB03135,Grocery,29197,298,8700706,2784225.92,32,Convenience Store,Small,South,Tamil Nadu,Chennai,Tier 2,2,36-45,Male,1704,2023
BB03136,Grocery,27649,175,4838575,1548344.0,32,Convenience Store,Small,East,West Bengal,Kolkata,Tier 1,3,36-45,Female,1391,2020
BB03137,Personal Care,4259,271,1154189,288547.25,25,Convenience Store,Medium,West,Gujarat,Ahmedabad,Tier 2,11,46+,Female,3830,2024
BB03138,Electronics,47414,148,7017272,1333281.68,19,Supermarket,Small,South,Karnataka,Bangalore,Tier 1,14,26-35,Male,6918,2021
BB03139,Clothing,10601,408,4325208,1427318.64,33,Convenience Store,Large,North,Delhi,New Delhi,Tier 1,4,18-25,Male,2276,2023
BB03140,Home & Kitchen,4368,215,939120,281736.0,30,Convenience Store,Small,South,Tamil Nadu,Chennai,Tier 1,2,18-25,Male,6805,2020
BB03141,Personal Care,34729,8,277832,91684.56,33,Convenience Store,Small,South,Tamil Nadu,Chennai,Tier 1,10,26-35,Male,7201,2020
BB03142,Grocery,46455,226,10498830,2519719.2,24,Convenience Store,Small,West,Gujarat,Ahmedabad,Tier 2,5,46+,Male,5673,2022
BB03143,Electronics,25567,166,4244122,1315677.82,31,Supermarket,Small,West,Gujarat,Ahmedabad,Tier 2,2,18-25,Female,4638,2022
BB03144,Clothing,36172,98,3544856,1169802.48,33,Supermarket,Medium,West,Maharashtra,Mumbai,Tier 1,10,18-25,Male,2132,2023
BB03145,Electronics,17364,193,3351252,804300.48,24,Convenience Store,Medium,West,Maharashtra,Pune,Tier 2,5,46+,Female,4377,2023
BB03146,Grocery,19838,228,4523064,1266457.92,28,Supermarket,Small,South,Karnataka,Bangalore,Tier 1,10,26-35,Female,5702,2022
BB03147,Home & Kitchen,22179,390,8649810,2421946.8,28,Convenience Store,Medium,West,Gujarat,Ahmedabad,Tier 3,6,36-45,Female,4744,2024
BB03148,Personal Care,14017,75,1051275,325895.25,31,Convenience Store,Medium,South,Tamil Nadu,Chennai,Tier 1,15,46+,Female,1245,2020
BB03149,Electronics,34295,342,11728890,3284089.2,28,Convenience Store,Small,East,West Bengal,Kolkata,Tier 1,12,26-35,Female,6530,2024
BB03150,Grocery,24357,219,5334183,1173520.26,22,Supermarket,Large,North,Uttar Pradesh,Noida,Tier 3,4,36-45,Male,1726,2020
BB03151,Clothing,15707,77,1209439,181415.85,15,Convenience Store,Medium,South,Tamil Nadu,Chennai,Tier 1,2,18-25,Male,2242,2022
BB03152,Electronics,19849,247,4902703,1519837.93,31,Supermarket,Large,North,Delhi,New Delhi,Tier 2,9,46+,Female,2973,2023
BB03153,Personal Care,2351,237,557187,183871.71,33,Convenience Store,Medium,South,Karnataka,Bangalore,Tier 3,5,26-35,Female,1730,2020
BB03154,Personal Care,48818,305,14889490,2382318.4,16,Supermarket,Small,South,Karnataka,Bangalore,Tier 2,13,36-45,Female,1278,2020
BB03155,Personal Care,48928,497,24317216,3647582.4,15,Supermarket,Large,North,Uttar Pradesh,Lucknow,Tier 1,10,46+,Female,829,2023
BB03156,Personal Care,11252,86,967672,154827.52,16,Supermarket,Medium,North,Uttar Pradesh,Lucknow,Tier 1,13,46+,Male,7644,2023
BB03157,Electronics,18333,434,7956522,2705217.48,34,Supermarket,Small,South,Tamil Nadu,Chennai,Tier 1,4,46+,Female,5024,2023
BB03158,Personal Care,23780,386,9179080,2294770.0,25,Convenience Store,Small,West,Gujarat,Ahmedabad,Tier 1,11,18-25,Female,4905,2023
BB03159,Electronics,39077,302,11801254,3894413.82,33,Supermarket,Large,North,Delhi,New Delhi,Tier 1,1,26-35,Female,7428,2021
BB03160,Home & Kitchen,48812,136,6638432,1062149.12,16,Convenience Store,Large,East,Odisha,Bhubaneswar,Tier 3,2,26-35,Female,2725,2021
BB03161,Clothing,861,243,209223,60674.67,29,Supermarket,Small,East,West Bengal,Kolkata,Tier 1,9,46+,Female,5608,2021
BB03162,Grocery,6804,278,1891512,643114.08,34,Convenience Store,Medium,East,Odisha,Bhubaneswar,Tier 2,9,26-35,Male,4530,2020
BB03163,Home & Kitchen,40480,307,12427360,4101028.8,33,Convenience Store,Medium,South,Karnataka,Bangalore,Tier 1,2,18-25,Female,7400,2024
BB03164,Clothing,4879,349,1702771,357581.91,21,Supermarket,Medium,West,Maharashtra,Pune,Tier 2,5,26-35,Female,7683,2020
BB03165,Personal Care,9016,209,1884344,320338.48,17,Convenience Store,Medium,East,West Bengal,Kolkata,Tier 2,6,26-35,Male,1501,2024
BB03166,Electronics,8235,472,3886920,1088337.6,28,Convenience Store,Medium,South,Tamil Nadu,Chennai,Tier 3,9,46+,Male,684,2023
BB03167,Home & Kitchen,30533,74,2259442,542266.08,24,Supermarket,Medium,South,Tamil Nadu,Chennai,Tier 2,8,26-35,Male,1981,2022
BB03168,Clothing,30168,326,9834768,2360344.32,24,Convenience Store,Large,East,West Bengal,Kolkata,Tier 1,2,46+,Female,5800,2021
BB03169,Personal Care,39427,247,9738469,3408464.15,35,Supermarket,Large,West,Maharashtra,Pune,Tier 1,15,36-45,Female,1387,2023
BB03170,Personal Care,20259,78,1580202,537268.68,34,Convenience Store,Large,East,Odisha,Bhubaneswar,Tier 1,5,26-35,Female,767,2023
BB03171,Clothing,39805,499,19862695,4568419.85,23,Supermarket,Small,West,Gujarat,Ahmedabad,Tier 3,1,18-25,Male,7831,2023
BB03172,Electronics,165,277,45705,8226.9,18,Convenience Store,Medium,East,West Bengal,Kolkata,Tier 3,2,18-25,Male,833,2023
BB03173,Clothing,49005,41,2009205,562577.4,28,Convenience Store,Medium,North,Delhi,New Delhi,Tier 3,9,36-45,Male,1195,2023
BB03174,Electronics,11569,98,1133762,294778.12,26,Convenience Store,Small,West,Gujarat,Ahmedabad,Tier 2,15,26-35,Female,6708,2021
BB03175,Electronics,8102,152,1231504,221670.72,18,Convenience Store,Medium,West,Gujarat,Ahmedabad,Tier 1,7,36-45,Male,4271,2023
BB03176,Electronics,7281,393,2861433,600900.93,21,Convenience Store,Large,West,Maharashtra,Mumbai,Tier 1,11,46+,Female,5084,2023
BB03177,Home & Kitchen,11673,86,1003878,190736.82,19,Convenience Store,Large,East,West Bengal,Kolkata,Tier 1,2,36-45,Male,3995,2020
BB03178,Grocery,19481,121,2357201,660016.28,28,Supermarket,Medium,North,Uttar Pradesh,Lucknow,Tier 2,9,18-25,Female,7450,2024
BB03179,Home & Kitchen,3480,350,1218000,414120.0,34,Convenience Store,Small,West,Gujarat,Ahmedabad,Tier 3,8,18-25,Female,3762,2023
BB03180,Electronics,15094,41,618854,216598.9,35,Convenience Store,Small,South,Karnataka,Bangalore,Tier 1,14,46+,Male,1616,2022
BB03181,Electronics,1882,212,398984,139644.4,35,Convenience Store,Small,East,West Bengal,Kolkata,Tier 1,8,36-45,Female,3787,2023
BB03182,Grocery,16390,329,5392310,1509846.8,28,Supermarket,Small,East,Odisha,Bhubaneswar,Tier 3,12,26-35,Female,4258,2021
BB03183,Electronics,48629,446,21688534,6723445.54,31,Convenience Store,Small,East,Odisha,Bhubaneswar,Tier 3,4,26-35,Female,2366,2020
BB03184,Electronics,45037,94,4233478,1227708.62,29,Supermarket,Large,East,Odisha,Bhubaneswar,Tier 2,13,46+,Female,867,2020
BB03185,Electronics,41699,418,17430182,6100563.7,35,Convenience Store,Large,East,West Bengal,Kolkata,Tier 2,4,36-45,Male,997,2023
BB03186,Home & Kitchen,11537,336,3876432,1162929.6,30,Convenience Store,Large,East,Odisha,Bhubaneswar,Tier 3,11,18-25,Male,3047,2024
BB03187,Clothing,4782,345,1649790,577426.5,35,Supermarket,Medium,West,Maharashtra,Pune,Tier 2,9,36-45,Female,2204,2023
BB03188,Home & Kitchen,36319,148,5375212,1075042.4,20,Convenience Store,Medium,North,Uttar Pradesh,Noida,Tier 2,14,46+,Female,4899,2024
BB03189,Electronics,27107,233,6315931,1957938.61,31,Supermarket,Large,West,Gujarat,Ahmedabad,Tier 3,13,26-35,Female,1942,2023
BB03190,Clothing,45533,372,16938276,3557037.96,21,Convenience Store,Medium,West,Gujarat,Ahmedabad,Tier 2,7,46+,Male,7283,2023
BB03191,Electronics,35840,433,15518720,2638182.4,17,Convenience Store,Large,North,Delhi,New Delhi,Tier 3,1,26-35,Female,2064,2023
BB03192,Grocery,13805,388,5356340,1071268.0,20,Convenience Store,Small,North,Delhi,New Delhi,Tier 1,10,46+,Male,5461,2024
BB03193,Electronics,26608,323,8594384,1890764.48,22,Supermarket,Large,East,West Bengal,Kolkata,Tier 1,14,18-25,Female,2516,2021
BB03194,Clothing,38552,68,2621536,838891.52,32,Supermarket,Small,South,Karnataka,Bangalore,Tier 1,4,18-25,Female,7739,2022
BB03195,Home & Kitchen,22531,265,5970715,895607.25,15,Convenience Store,Medium,South,Karnataka,Bangalore,Tier 1,6,26-35,Female,5710,2024
BB03196,Personal Care,5376,109,585984,123056.64,21,Convenience Store,Medium,North,Delhi,New Delhi,Tier 2,5,36-45,Female,1108,2022
BB03197,Electronics,11051,453,5006103,951159.57,19,Convenience Store,Medium,West,Gujarat,Ahmedabad,Tier 3,6,36-45,Male,5721,2024
BB03198,Electronics,40691,471,19165461,6516256.74,34,Convenience Store,Small,South,Karnataka,Bangalore,Tier 1,6,26-35,Male,7100,2020
BB03199,Personal Care,39120,325,12714000,2797080.0,22,Convenience Store,Medium,East,West Bengal,Kolkata,Tier 2,10,36-45,Male,6060,2023
BB03200,Clothing,34178,168,5741904,1665152.16,29,Convenience Store,Small,North,Uttar Pradesh,Lucknow,Tier 2,14,26-35,Male,5199,2024
BB03201,Electronics,42201,199,8397999,1763579.79,21,Supermarket,Small,North,Delhi,New Delhi,Tier 1,13,26-35,Male,2398,2020
BB03202,Clothing,25697,459,11794923,3656426.13,31,Supermarket,Medium,West,Gujarat,Ahmedabad,Tier 2,7,36-45,Male,6847,2024
BB03203,Electronics,10645,36,383220,95805.0,25,Supermarket,Large,West,Gujarat,Ahmedabad,Tier 2,5,18-25,Female,7658,2023
BB03204,Clothing,32156,249,8006844,2802395.4,35,Convenience Store,Small,South,Karnataka,Bangalore,Tier 2,5,18-25,Male,4693,2020
BB03205,Clothing,2103,67,140901,43679.31,31,Supermarket,Small,East,Odisha,Bhubaneswar,Tier 2,6,36-45,Female,6444,2024
BB03206,Personal Care,49272,22,1083984,260156.16,24,Convenience Store,Small,South,Tamil Nadu,Chennai,Tier 1,5,36-45,Female,6616,2022
BB03207,Clothing,2505,492,1232460,419036.4,34,Supermarket,Small,South,Karnataka,Bangalore,Tier 1,13,36-45,Female,5668,2022
BB03208,Home & Kitchen,17866,402,7182132,1939175.64,27,Convenience Store,Medium,East,West Bengal,Kolkata,Tier 3,12,46+,Female,1461,2022
BB03209,Clothing,47205,345,16285725,5211432.0,32,Convenience Store,Medium,South,Tamil Nadu,Chennai,Tier 2,4,36-45,Male,6975,2022
BB03210,Electronics,10786,89,959954,278386.66,29,Supermarket,Medium,East,West Bengal,Kolkata,Tier 2,9,46+,Male,542,2022
BB03211,Grocery,20086,434,8717324,1481945.08,17,Convenience Store,Large,North,Uttar Pradesh,Lucknow,Tier 2,6,18-25,Male,7411,2020
