Item_ID,Item_Category,Item_Price,Units_Sold,Total_Sales,Profit,Outlet_Type,Outlet_Size,Region,State,City,City_Tier,Store_Age,Customer_Age_Group,Year
BB02517,Home & Kitchen,4350,89,387150,46458.0,Hypermarket,Medium,South,Tamil Nadu,Chennai,Tier 1,11,18-25,2024
BB02518,Personal Care,2870,82,235340,47068.0,Supermarket,Small,West,Maharashtra,Nagpur,Tier 3,15,18-25,2021
BB02519,Personal Care,1278,106,135468,27093.6,Supermarket,Small,West,Maharashtra,Pune,Tier 2,9,46+,2024
BB02520,Electronics,876,42,36792,6622.56,Convenience Store,Small,West,Gujarat,Ahmedabad,Tier 2,2,18-25,2022
BB02521,Electronics,1120,63,70560,12700.8,Supermarket,Medium,West,Maharashtra,Nagpur,Tier 3,7,18-25,2023
BB02522,Home & Kitchen,3691,34,125494,15059.28,Convenience Store,Large,South,Tamil Nadu,Chennai,Tier 1,2,46+,2020
BB02523,Personal Care,4975,3,14925,2985.0,Supermarket,Medium,East,West Bengal,Durgapur,Tier 3,5,26-35,2022
BB02524,Home & Kitchen,2954,39,115206,13824.72,Hypermarket,Large,North,Haryana,Faridabad,Tier 3,13,26-35,2024
BB02525,Home & Kitchen,1362,12,16344,1961.28,Hypermarket,Large,South,Karnataka,Bengaluru,Tier 1,1,46+,2021
BB02526,Clothing,2969,80,237520,35628.0,Hypermarket,Small,North,Delhi,New Delhi,Tier 3,15,18-25,2020
BB02527,Clothing,212,29,6148,922.2,Supermarket,Small,East,Odisha,Cuttack,Tier 3,5,26-35,2022
BB02528,Grocery,1117,31,34627,2770.16,Hypermarket,Small,West,Gujarat,Surat,Tier 2,7,18-25,2023
BB02529,Electronics,3786,86,325596,58607.28,Hypermarket,Large,North,Punjab,Amritsar,Tier 3,15,26-35,2023
BB02530,Grocery,4131,64,264384,21150.72,Hypermarket,Medium,West,Gujarat,Surat,Tier 2,15,46+,2024
BB02531,Grocery,2164,42,90888,7271.04,Hypermarket,Medium,North,Haryana,Gurgaon,Tier 3,11,18-25,2020
BB02532,Personal Care,3181,56,178136,35627.2,Supermarket,Medium,West,Gujarat,Ahmedabad,Tier 2,12,46+,2024
BB02533,Clothing,1689,12,20268,3040.2,Convenience Store,Small,South,Tamil Nadu,Coimbatore,Tier 2,5,26-35,2020
BB02534,Electronics,354,61,21594,3886.92,Convenience Store,Small,South,Telangana,Hyderabad,Tier 1,4,46+,2022
BB02535,Electronics,3102,23,71346,12842.28,Convenience Store,Medium,West,Maharashtra,Nagpur,Tier 3,3,26-35,2022
BB02536,Electronics,352,14,4928,887.04,Convenience Store,Small,South,Tamil Nadu,Coimbatore,Tier 2,15,36-45,2023
BB02537,Clothing,1560,76,118560,17784.0,Convenience Store,Small,North,Punjab,Ludhiana,Tier 3,2,18-25,2022
BB02538,Home & Kitchen,206,19,3914,469.68,Convenience Store,Medium,East,Odisha,Cuttack,Tier 3,12,18-25,2021
BB02539,Clothing,2846,109,310214,46532.1,Hypermarket,Large,North,Delhi,New Delhi,Tier 3,7,36-45,2024
BB02540,Grocery,2697,62,167214,13377.12,Supermarket,Small,East,Odisha,Cuttack,Tier 3,11,46+,2023
BB02541,Grocery,822,68,55896,4471.68,Convenience Store,Small,South,Tamil Nadu,Coimbatore,Tier 2,14,36-45,2020
BB02542,Home & Kitchen,4949,104,514696,61763.52,Convenience Store,Medium,West,Gujarat,Surat,Tier 2,14,46+,2024
BB02543,Grocery,1578,51,80478,6438.24,Convenience Store,Medium,North,Haryana,Gurgaon,Tier 3,15,36-45,2023
BB02544,Personal Care,3632,24,87168,17433.6,Hypermarket,Small,East,West Bengal,Kolkata,Tier 1,10,26-35,2022
BB02545,Electronics,4124,33,136092,24496.56,Convenience Store,Large,West,Maharashtra,Pune,Tier 2,8,18-25,2022
BB02546,Clothing,4658,92,428536,64280.4,Hypermarket,Medium,West,Gujarat,Ahmedabad,Tier 2,8,18-25,2021
BB02547,Electronics,2777,40,111080,19994.4,Convenience Store,Large,West,Gujarat,Surat,Tier 2,12,36-45,2023
BB02548,Electronics,2431,104,252824,45508.32,Convenience Store,Medium,East,Odisha,Bhubaneswar,Tier 3,4,26-35,2024
BB02549,Electronics,3713,78,289614,52130.52,Supermarket,Medium,West,Maharashtra,Nagpur,Tier 3,12,18-25,2024
BB02550,Electronics,4130,3,12390,2230.2,Hypermarket,Small,North,Delhi,New Delhi,Tier 3,10,36-45,2023
BB02551,Personal Care,729,34,24786,4957.2,Hypermarket,Large,North,Delhi,New Delhi,Tier 3,1,36-45,2024
BB02552,Grocery,1951,80,156080,12486.4,Supermarket,Small,East,West Bengal,Durgapur,Tier 3,7,26-35,2021
BB02553,Clothing,4014,33,132462,19869.3,Hypermarket,Large,West,Gujarat,Surat,Tier 2,9,18-25,2022
BB02554,Electronics,3485,85,296225,53320.5,Supermarket,Small,West,Maharashtra,Mumbai,Tier 1,5,18-25,2023
BB02555,Home & Kitchen,3907,82,320374,38444.88,Convenience Store,Small,West,Gujarat,Ahmedabad,Tier 2,3,18-25,2022
BB02556,Home & Kitchen,3002,2,6004,720.48,Convenience Store,Medium,South,Telangana,Hyderabad,Tier 1,5,36-45,2020
BB02557,Grocery,902,113,101926,8154.08,Supermarket,Small,West,Maharashtra,Nagpur,Tier 3,13,26-35,2022
BB02558,Home & Kitchen,1499,49,73451,8814.12,Supermarket,Small,East,West Bengal,Kolkata,Tier 1,13,26-35,2020
BB02559,Clothing,2942,83,244186,36627.9,Convenience Store,Large,South,Tamil Nadu,Chennai,Tier 1,10,18-25,2020
BB02560,Home & Kitchen,883,82,72406,8688.72,Hypermarket,Large,South,Karnataka,Bengaluru,Tier 1,8,46+,2023
BB02561,Personal Care,3962,78,309036,61807.2,Supermarket,Large,East,West Bengal,Durgapur,Tier 3,10,36-45,2023
BB02562,Clothing,617,11,6787,1018.05,Hypermarket,Large,North,Delhi,New Delhi,Tier 3,1,18-25,2024
BB02563,Grocery,1365,36,49140,3931.2,Supermarket,Large,North,Delhi,New Delhi,Tier 3,6,46+,2021
BB02564,Home & Kitchen,3764,11,41404,4968.48,Supermarket,Large,East,Odisha,Bhubaneswar,Tier 3,7,18-25,2021
BB02565,Grocery,2277,21,47817,3825.36,Supermarket,Medium,South,Telangana,Hyderabad,Tier 1,8,36-45,2023
BB02566,Grocery,1358,22,29876,2390.08,Convenience Store,Small,West,Gujarat,Ahmedabad,Tier 2,9,26-35,2022
BB02567,Clothing,873,17,14841,2226.15,Hypermarket,Large,North,Haryana,Faridabad,Tier 3,6,46+,2020
BB02568,Clothing,4007,54,216378,32456.7,Convenience Store,Small,East,Odisha,Cuttack,Tier 3,8,36-45,2020
BB02569,Personal Care,4708,11,51788,10357.6,Supermarket,Large,East,Odisha,Bhubaneswar,Tier 3,6,18-25,2020
BB02570,Grocery,828,44,36432,2914.56,Supermarket,Large,North,Delhi,New Delhi,Tier 3,15,18-25,2024
BB02571,Personal Care,3709,88,326392,65278.4,Hypermarket,Large,South,Karnataka,Bengaluru,Tier 1,7,26-35,2022
BB02572,Grocery,3107,100,310700,24856.0,Hypermarket,Medium,East,West Bengal,Kolkata,Tier 1,11,46+,2024
BB02573,Clothing,2844,40,113760,17064.0,Hypermarket,Small,West,Gujarat,Ahmedabad,Tier 2,2,46+,2020
BB02574,Grocery,4750,87,413250,33060.0,Hypermarket,Small,East,Odisha,Cuttack,Tier 3,13,18-25,2021
BB02575,Grocery,3621,87,315027,25202.16,Hypermarket,Large,East,Odisha,Cuttack,Tier 3,1,26-35,2020
BB02576,Clothing,1084,104,112736,16910.4,Supermarket,Medium,West,Maharashtra,Nagpur,Tier 3,12,18-25,2020
BB02577,Electronics,2492,95,236740,42613.2,Supermarket,Large,East,West Bengal,Kolkata,Tier 1,8,36-45,2021
BB02578,Electronics,4027,13,52351,9423.18,Supermarket,Medium,East,West Bengal,Durgapur,Tier 3,3,46+,2020
BB02579,Personal Care,4279,90,385110,77022.0,Hypermarket,Small,East,West Bengal,Kolkata,Tier 1,10,18-25,2022
BB02580,Grocery,348,17,5916,473.28,Hypermarket,Medium,North,Delhi,New Delhi,Tier 3,9,26-35,2023
BB02581,Home & Kitchen,4787,36,172332,20679.84,Convenience Store,Large,East,Odisha,Bhubaneswar,Tier 3,13,26-35,2021
BB02582,Personal Care,1666,27,44982,8996.4,Hypermarket,Large,East,West Bengal,Durgapur,Tier 3,2,36-45,2021
BB02583,Electronics,2457,109,267813,48206.34,Convenience Store,Small,West,Gujarat,Surat,Tier 2,15,26-35,2023
BB02584,Electronics,1301,109,141809,25525.62,Convenience Store,Large,East,Odisha,Cuttack,Tier 3,2,36-45,2024
BB02585,Grocery,3556,10,35560,2844.8,Hypermarket,Medium,North,Punjab,Amritsar,Tier 3,5,46+,2024
BB02586,Grocery,4981,120,597720,47817.6,Supermarket,Large,North,Punjab,Amritsar,Tier 3,3,36-45,2021
BB02587,Electronics,2102,74,155548,27998.64,Hypermarket,Large,East,Odisha,Cuttack,Tier 3,1,46+,2022
BB02588,Home & Kitchen,2072,95,196840,23620.8,Convenience Store,Small,East,Odisha,Bhubaneswar,Tier 3,6,46+,2024
BB02589,Home & Kitchen,4693,58,272194,32663.28,Hypermarket,Large,West,Gujarat,Surat,Tier 2,7,18-25,2021
BB02590,Home & Kitchen,2970,58,172260,20671.2,Supermarket,Medium,East,West Bengal,Kolkata,Tier 1,12,46+,2023
BB02591,Clothing,4047,48,194256,29138.4,Hypermarket,Medium,North,Punjab,Ludhiana,Tier 3,2,36-45,2020
BB02592,Clothing,1879,63,118377,17756.55,Hypermarket,Medium,West,Maharashtra,Pune,Tier 2,5,18-25,2020
BB02593,Personal Care,2758,9,24822,4964.4,Hypermarket,Large,North,Punjab,Amritsar,Tier 3,8,18-25,2021
BB02594,Home & Kitchen,4595,53,243535,29224.2,Hypermarket,Large,East,Odisha,Bhubaneswar,Tier 3,5,46+,2022
BB02595,Clothing,4257,94,400158,60023.7,Convenience Store,Small,East,West Bengal,Kolkata,Tier 1,11,18-25,2021
BB02596,Clothing,321,58,18618,2792.7,Convenience Store,Large,South,Tamil Nadu,Chennai,Tier 1,4,26-35,2023
BB02597,Clothing,1395,46,64170,9625.5,Convenience Store,Small,North,Punjab,Ludhiana,Tier 3,10,36-45,2024
BB02598,Clothing,1924,56,107744,16161.6,Hypermarket,Medium,East,West Bengal,Kolkata,Tier 1,3,18-25,2023
BB02599,Personal Care,2966,88,261008,52201.6,Hypermarket,Medium,South,Tamil Nadu,Coimbatore,Tier 2,13,46+,2020
BB02600,Grocery,2785,50,139250,11140.0,Convenience Store,Small,South,Tamil Nadu,Coimbatore,Tier 2,5,18-25,2022
BB02601,Home & Kitchen,1351,23,31073,3728.76,Convenience Store,Small,North,Delhi,New Delhi,Tier 3,9,46+,2024
BB02602,Grocery,589,59,34751,2780.08,Supermarket,Small,West,Maharashtra,Mumbai,Tier 1,3,26-35,2020
BB02603,Electronics,2840,24,68160,12268.8,Hypermarket,Small,North,Delhi,New Delhi,Tier 3,6,26-35,2020
BB02604,Clothing,3315,61,202215,30332.25,Supermarket,Small,East,Odisha,Cuttack,Tier 3,4,46+,2024
BB02605,Home & Kitchen,4039,51,205989,24718.68,Hypermarket,Small,East,Odisha,Bhubaneswar,Tier 3,1,46+,2020
BB02606,Home & Kitchen,3056,19,58064,6967.68,Supermarket,Medium,North,Delhi,New Delhi,Tier 3,9,36-45,2024
BB02607,Electronics,4370,92,402040,72367.2,Supermarket,Small,North,Delhi,New Delhi,Tier 3,5,26-35,2022
BB02608,Electronics,1629,76,123804,22284.72,Hypermarket,Small,North,Delhi,New Delhi,Tier 3,7,36-45,2022
BB02609,Grocery,3914,21,82194,6575.52,Convenience Store,Medium,North,Punjab,Ludhiana,Tier 3,6,46+,2023
BB02610,Clothing,3788,118,446984,67047.6,Hypermarket,Medium,North,Punjab,Amritsar,Tier 3,8,46+,2021
BB02611,Grocery,2296,108,247968,19837.44,Hypermarket,Large,East,West Bengal,Kolkata,Tier 1,3,26-35,2024
BB02612,Grocery,3099,101,312999,25039.92,Convenience Store,Large,North,Punjab,Ludhiana,Tier 3,2,36-45,2023
BB02613,Home & Kitchen,3183,88,280104,33612.48,Hypermarket,Small,North,Delhi,New Delhi,Tier 3,10,26-35,2024
BB02614,Home & Kitchen,2952,104,307008,36840.96,Hypermarket,Large,West,Gujarat,Surat,Tier 2,11,46+,2024
BB02615,Electronics,4797,118,566046,101888.28,Convenience Store,Medium,South,Karnataka,Mysuru,Tier 3,10,18-25,2024
BB02616,Home & Kitchen,1962,67,131454,15774.48,Hypermarket,Large,North,Delhi,New Delhi,Tier 3,7,36-45,2023
BB02617,Clothing,596,68,40528,6079.2,Supermarket,Medium,West,Gujarat,Surat,Tier 2,10,36-45,2020
BB02618,Electronics,1879,90,169110,30439.8,Supermarket,Large,North,Delhi,New Delhi,Tier 3,3,46+,2022
BB02619,Clothing,473,59,27907,4186.05,Hypermarket,Large,West,Maharashtra,Pune,Tier 2,6,18-25,2020
BB02620,Clothing,4568,103,470504,70575.6,Convenience Store,Large,South,Tamil Nadu,Coimbatore,Tier 2,8,18-25,2022
BB02621,Electronics,1240,9,11160,2008.8,Convenience Store,Small,South,Karnataka,Bengaluru,Tier 1,7,36-45,2023
BB02622,Home & Kitchen,2233,56,125048,15005.76,Supermarket,Medium,North,Delhi,New Delhi,Tier 3,1,26-35,2021
BB02623,Electronics,4076,6,24456,4402.08,Hypermarket,Large,East,West Bengal,Durgapur,Tier 3,2,36-45,2021
BB02624,Clothing,2813,111,312243,46836.45,Supermarket,Large,North,Delhi,New Delhi,Tier 3,5,36-45,2020
BB02625,Home & Kitchen,821,27,22167,2660.04,Supermarket,Medium,South,Karnataka,Bengaluru,Tier 1,9,26-35,2024
BB02626,Personal Care,2311,41,94751,18950.2,Convenience Store,Small,South,Telangana,Hyderabad,Tier 1,4,26-35,2023
BB02627,Grocery,123,68,8364,669.12,Supermarket,Medium,East,West Bengal,Durgapur,Tier 3,10,26-35,2023
BB02628,Home & Kitchen,3581,80,286480,34377.6,Supermarket,Small,West,Gujarat,Ahmedabad,Tier 2,2,36-45,2021
BB02629,Grocery,570,103,58710,4696.8,Convenience Store,Medium,South,Karnataka,Mysuru,Tier 3,2,26-35,2023
BB02630,Personal Care,4269,48,204912,40982.4,Convenience Store,Large,West,Gujarat,Surat,Tier 2,15,26-35,2020
BB02631,Clothing,2730,80,218400,32760.0,Hypermarket,Small,East,West Bengal,Durgapur,Tier 3,12,26-35,2020
BB02632,Personal Care,1128,110,124080,24816.0,Convenience Store,Small,East,Odisha,Bhubaneswar,Tier 3,11,18-25,2024
BB02633,Clothing,661,4,2644,396.6,Hypermarket,Medium,South,Karnataka,Bengaluru,Tier 1,3,36-45,2020
BB02634,Clothing,4966,47,233402,35010.3,Supermarket,Medium,East,Odisha,Cuttack,Tier 3,5,26-35,2021
BB02635,Personal Care,3539,91,322049,64409.8,Convenience Store,Small,North,Delhi,New Delhi,Tier 3,4,46+,2024
BB02636,Home & Kitchen,3225,71,228975,27477.0,Hypermarket,Small,West,Gujarat,Ahmedabad,Tier 2,12,18-25,2022
BB02637,Clothing,615,97,59655,8948.25,Convenience Store,Medium,West,Gujarat,Ahmedabad,Tier 2,2,36-45,2024
BB02638,Clothing,1085,97,105245,15786.75,Supermarket,Large,South,Karnataka,Mysuru,Tier 3,8,26-35,2023
BB02639,Home & Kitchen,4628,91,421148,50537.76,Convenience Store,Large,South,Karnataka,Mysuru,Tier 3,5,26-35,2024
BB02640,Home & Kitchen,4926,42,206892,24827.04,Supermarket,Small,West,Maharashtra,Nagpur,Tier 3,13,18-25,2022
BB02641,Electronics,992,100,99200,17856.0,Supermarket,Small,West,Maharashtra,Nagpur,Tier 3,12,36-45,2024
BB02642,Electronics,2621,118,309278,55670.04,Supermarket,Medium,South,Karnataka,Mysuru,Tier 3,7,46+,2022
BB02643,Clothing,4534,18,81612,12241.8,Convenience Store,Medium,North,Delhi,New Delhi,Tier 3,9,18-25,2023
BB02644,Grocery,1162,92,106904,8552.32,Convenience Store,Small,West,Maharashtra,Mumbai,Tier 1,8,46+,2022
BB02645,Clothing,56,11,616,92.4,Hypermarket,Small,West,Maharashtra,Pune,Tier 2,3,36-45,2022
BB02646,Home & Kitchen,692,10,6920,830.4,Supermarket,Large,North,Haryana,Gurgaon,Tier 3,15,46+,2023
BB02647,Electronics,3705,64,237120,42681.6,Hypermarket,Large,North,Haryana,Gurgaon,Tier 3,8,18-25,2021
BB02648,Grocery,568,30,17040,1363.2,Hypermarket,Medium,North,Punjab,Ludhiana,Tier 3,13,18-25,2022
BB02649,Home & Kitchen,3165,113,357645,42917.4,Supermarket,Medium,South,Tamil Nadu,Chennai,Tier 1,12,46+,2023
BB02650,Electronics,2529,102,257958,46432.44,Convenience Store,Medium,South,Tamil Nadu,Chennai,Tier 1,7,36-45,2020
BB02651,Home & Kitchen,1365,21,28665,3439.8,Supermarket,Large,East,Odisha,Bhubaneswar,Tier 3,11,46+,2023
BB02652,Electronics,3651,93,339543,61117.74,Supermarket,Medium,South,Karnataka,Bengaluru,Tier 1,8,46+,2023
BB02653,Home & Kitchen,3788,118,446984,53638.08,Hypermarket,Medium,South,Telangana,Hyderabad,Tier 1,12,46+,2021
BB02654,Grocery,2624,30,78720,6297.6,Supermarket,Small,West,Gujarat,Surat,Tier 2,7,36-45,2022
BB02655,Home & Kitchen,455,112,50960,6115.2,Convenience Store,Large,West,Gujarat,Ahmedabad,Tier 2,6,36-45,2023
BB02656,Home & Kitchen,2495,113,281935,33832.2,Supermarket,Medium,South,Telangana,Hyderabad,Tier 1,3,18-25,2021
BB02657,Electronics,3964,28,110992,19978.56,Convenience Store,Medium,West,Maharashtra,Mumbai,Tier 1,12,46+,2023
BB02658,Electronics,180,50,9000,1620.0,Hypermarket,Small,North,Haryana,Gurgaon,Tier 3,13,26-35,2022
BB02659,Home & Kitchen,896,85,76160,9139.2,Hypermarket,Large,North,Punjab,Amritsar,Tier 3,15,36-45,2020
BB02660,Clothing,1963,66,129558,19433.7,Convenience Store,Small,West,Maharashtra,Nagpur,Tier 3,10,18-25,2022
BB02661,Clothing,4425,47,207975,31196.25,Hypermarket,Small,East,Odisha,Cuttack,Tier 3,14,36-45,2023
BB02662,Electronics,3200,28,89600,16128.0,Supermarket,Small,West,Gujarat,Ahmedabad,Tier 2,6,18-25,2024
BB02663,Personal Care,4560,23,104880,20976.0,Supermarket,Large,East,Odisha,Bhubaneswar,Tier 3,4,36-45,2024
BB02664,Clothing,2088,18,37584,5637.6,Supermarket,Small,North,Haryana,Gurgaon,Tier 3,10,36-45,2022
BB02665,Grocery,3491,17,59347,4747.76,Hypermarket,Small,North,Delhi,New Delhi,Tier 3,3,36-45,2022
BB02666,Grocery,413,80,33040,2643.2,Hypermarket,Medium,East,West Bengal,Kolkata,Tier 1,13,36-45,2020
BB02667,Personal Care,1632,114,186048,37209.6,Hypermarket,Medium,East,West Bengal,Kolkata,Tier 1,6,46+,2024
BB02668,Personal Care,4305,30,129150,25830.0,Convenience Store,Medium,East,West Bengal,Kolkata,Tier 1,6,26-35,2022
BB02669,Grocery,1991,17,33847,2707.76,Supermarket,Medium,West,Gujarat,Surat,Tier 2,2,26-35,2021
BB02670,Grocery,1526,35,53410,4272.8,Hypermarket,Small,North,Haryana,Faridabad,Tier 3,14,26-35,2023
BB02671,Grocery,3590,114,409260,32740.8,Convenience Store,Large,West,Maharashtra,Pune,Tier 2,13,46+,2023
BB02672,Personal Care,1397,112,156464,31292.8,Hypermarket,Medium,South,Karnataka,Bengaluru,Tier 1,10,36-45,2023
BB02673,Home & Kitchen,2652,80,212160,25459.2,Hypermarket,Large,South,Karnataka,Mysuru,Tier 3,10,36-45,2020
BB02674,Personal Care,1511,4,6044,1208.8,Hypermarket,Small,East,Odisha,Bhubaneswar,Tier 3,9,18-25,2024
BB02675,Personal Care,4638,53,245814,49162.8,Supermarket,Medium,East,West Bengal,Durgapur,Tier 3,15,46+,2021
BB02676,Personal Care,940,47,44180,8836.0,Hypermarket,Small,East,Odisha,Cuttack,Tier 3,13,46+,2020
BB02677,Personal Care,726,80,58080,11616.0,Supermarket,Large,East,West Bengal,Kolkata,Tier 1,14,36-45,2022
BB02678,Clothing,3497,70,244790,36718.5,Supermarket,Small,East,Odisha,Cuttack,Tier 3,4,26-35,2021
BB02679,Grocery,1935,15,29025,2322.0,Supermarket,Large,North,Punjab,Ludhiana,Tier 3,11,18-25,2023
BB02680,Clothing,4920,56,275520,41328.0,Hypermarket,Large,East,Odisha,Cuttack,Tier 3,2,18-25,2023
BB02681,Grocery,3320,22,73040,5843.2,Supermarket,Small,South,Karnataka,Mysuru,Tier 3,15,18-25,2022
BB02682,Grocery,3867,105,406035,32482.8,Supermarket,Small,South,Karnataka,Bengaluru,Tier 1,2,36-45,2020
BB02683,Electronics,2621,67,175607,31609.26,Supermarket,Large,West,Maharashtra,Nagpur,Tier 3,7,46+,2021
BB02684,Grocery,3893,119,463267,37061.36,Convenience Store,Large,West,Maharashtra,Mumbai,Tier 1,10,36-45,2021
BB02685,Personal Care,2622,101,264822,52964.4,Hypermarket,Small,East,Odisha,Bhubaneswar,Tier 3,11,18-25,2023
BB02686,Personal Care,1015,16,16240,3248.0,Convenience Store,Small,North,Punjab,Amritsar,Tier 3,10,46+,2023
BB02687,Grocery,813,94,76422,6113.76,Convenience Store,Medium,South,Tamil Nadu,Coimbatore,Tier 2,6,26-35,2022
BB02688,Electronics,3235,98,317030,57065.4,Hypermarket,Large,South,Telangana,Hyderabad,Tier 1,9,46+,2021
BB02689,Electronics,3654,48,175392,31570.56,Hypermarket,Large,West,Maharashtra,Pune,Tier 2,2,18-25,2022
BB02690,Electronics,2504,20,50080,9014.4,Convenience Store,Medium,West,Maharashtra,Nagpur,Tier 3,6,18-25,2020
BB02691,Grocery,4086,115,469890,37591.2,Hypermarket,Medium,South,Karnataka,Mysuru,Tier 3,11,26-35,2023
BB02692,Home & Kitchen,3275,65,212875,25545.0,Convenience Store,Medium,North,Delhi,New Delhi,Tier 3,7,26-35,2024
BB02693,Clothing,2467,70,172690,25903.5,Hypermarket,Large,South,Tamil Nadu,Coimbatore,Tier 2,8,18-25,2024
BB02694,Grocery,2483,62,153946,12315.68,Hypermarket,Small,East,Odisha,Cuttack,Tier 3,13,36-45,2024
BB02695,Grocery,793,75,59475,4758.0,Convenience Store,Small,East,West Bengal,Kolkata,Tier 1,1,26-35,2023
BB02696,Personal Care,810,100,81000,16200.0,Hypermarket,Medium,North,Punjab,Ludhiana,Tier 3,7,26-35,2020
BB02697,Grocery,3272,86,281392,22511.36,Convenience Store,Medium,North,Punjab,Amritsar,Tier 3,13,18-25,2021
BB02698,Personal Care,818,15,12270,2454.0,Supermarket,Medium,North,Haryana,Faridabad,Tier 3,6,26-35,2023
BB02699,Electronics,2885,5,14425,2596.5,Convenience Store,Medium,East,Odisha,Cuttack,Tier 3,2,26-35,2022
BB02700,Electronics,4413,32,141216,25418.88,Hypermarket,Large,West,Maharashtra,Mumbai,Tier 1,11,46+,2020
BB02701,Personal Care,1212,31,37572,7514.4,Supermarket,Medium,South,Karnataka,Mysuru,Tier 3,11,36-45,2024
BB02702,Personal Care,3182,98,311836,62367.2,Convenience Store,Small,North,Delhi,New Delhi,Tier 3,11,26-35,2023
BB02703,Home & Kitchen,1677,3,5031,603.72,Hypermarket,Small,West,Maharashtra,Mumbai,Tier 1,2,26-35,2023
BB02704,Electronics,1714,35,59990,10798.2,Supermarket,Large,South,Tamil Nadu,Coimbatore,Tier 2,1,46+,2020
BB02705,Grocery,3049,48,146352,11708.16,Convenience Store,Large,West,Maharashtra,Pune,Tier 2,12,36-45,2022
BB02706,Electronics,83,41,3403,612.54,Convenience Store,Large,North,Delhi,New Delhi,Tier 3,9,26-35,2021
BB02707,Personal Care,3241,103,333823,66764.6,Convenience Store,Medium,North,Punjab,Amritsar,Tier 3,12,36-45,2023
BB02708,Clothing,1349,32,43168,6475.2,Convenience Store,Small,North,Haryana,Faridabad,Tier 3,5,18-25,2020
BB02709,Home & Kitchen,4561,112,510832,61299.84,Hypermarket,Large,North,Delhi,New Delhi,Tier 3,13,26-35,2022
BB02710,Home & Kitchen,655,40,26200,3144.0,Hypermarket,Medium,North,Punjab,Amritsar,Tier 3,14,46+,2023
BB02711,Grocery,4743,50,237150,18972.0,Convenience Store,Medium,West,Maharashtra,Mumbai,Tier 1,14,46+,2024
BB02712,Electronics,2262,94,212628,38273.04,Hypermarket,Small,East,Odisha,Cuttack,Tier 3,14,18-25,2022
BB02713,Grocery,1266,5,6330,506.4,Convenience Store,Medium,South,Tamil Nadu,Chennai,Tier 1,9,36-45,2021
BB02714,Personal Care,4058,77,312466,62493.2,Convenience Store,Medium,West,Maharashtra,Mumbai,Tier 1,14,26-35,2022
BB02715,Home & Kitchen,2693,57,153501,18420.12,Supermarket,Small,South,Tamil Nadu,Coimbatore,Tier 2,1,26-35,2022
BB02716,Home & Kitchen,145,90,13050,1566.0,Supermarket,Large,West,Gujarat,Surat,Tier 2,2,46+,2024
BB02717,Electronics,99,43,4257,766.26,Convenience Store,Large,South,Tamil Nadu,Chennai,Tier 1,3,36-45,2023
BB02718,Personal Care,2184,71,155064,31012.8,Supermarket,Large,West,Gujarat,Surat,Tier 2,11,36-45,2022
BB02719,Electronics,1400,5,7000,1260.0,Convenience Store,Large,West,Maharashtra,Mumbai,Tier 1,10,18-25,2023
BB02720,Electronics,1996,38,75848,13652.64,Supermarket,Large,West,Maharashtra,Nagpur,Tier 3,9,18-25,2022
BB02721,Personal Care,3046,105,319830,63966.0,Convenience Store,Small,West,Maharashtra,Nagpur,Tier 3,3,18-25,2023
BB02722,Clothing,3919,4,15676,2351.4,Convenience Store,Large,West,Maharashtra,Pune,Tier 2,13,26-35,2023
BB02723,Electronics,260,100,26000,4680.0,Convenience Store,Large,North,Haryana,Faridabad,Tier 3,11,26-35,2020
BB02724,Electronics,3734,92,343528,61835.04,Convenience Store,Large,South,Telangana,Hyderabad,Tier 1,10,18-25,2023
BB02725,Grocery,2351,33,77583,6206.64,Supermarket,Small,West,Maharashtra,Mumbai,Tier 1,7,36-45,2024
BB02726,Electronics,2539,33,83787,15081.66,Hypermarket,Small,East,Odisha,Cuttack,Tier 3,9,36-45,2022
BB02727,Electronics,3845,3,11535,2076.3,Convenience Store,Large,North,Haryana,Gurgaon,Tier 3,1,36-45,2023
BB02728,Grocery,4696,113,530648,42451.84,Convenience Store,Small,West,Maharashtra,Mumbai,Tier 1,11,36-45,2020
BB02729,Grocery,445,116,51620,4129.6,Convenience Store,Medium,South,Telangana,Hyderabad,Tier 1,9,18-25,2022
BB02730,Grocery,4816,27,130032,10402.56,Hypermarket,Small,West,Gujarat,Ahmedabad,Tier 2,11,46+,2020
BB02731,Home & Kitchen,4289,80,343120,41174.4,Supermarket,Medium,North,Haryana,Gurgaon,Tier 3,14,18-25,2022
BB02732,Home & Kitchen,2615,78,203970,24476.4,Hypermarket,Small,East,Odisha,Bhubaneswar,Tier 3,10,36-45,2024
BB02733,Clothing,3805,114,433770,65065.5,Convenience Store,Small,West,Gujarat,Ahmedabad,Tier 2,3,36-45,2022
BB02734,Grocery,1347,120,161640,12931.2,Hypermarket,Medium,North,Punjab,Amritsar,Tier 3,1,26-35,2024
BB02735,Personal Care,871,3,2613,522.6,Hypermarket,Small,South,Karnataka,Bengaluru,Tier 1,13,36-45,2020
BB02736,Clothing,1171,66,77286,11592.9,Supermarket,Large,East,Odisha,Cuttack,Tier 3,10,46+,2024
BB02737,Grocery,2737,60,164220,13137.6,Convenience Store,Medium,North,Punjab,Ludhiana,Tier 3,12,36-45,2020
